index,y
0,-1.0915030593278523
1,5.932828646421482
2,20.818552641002682
3,14.282383673364773
4,3.228458719950933
5,4.38388588958338
6,2.8854345799514465
7,12.22149392169374
8,8.303060079022476
9,15.469523657983054
10,26.208339243099072
11,-4.766511830839543
12,6.464074131517358
13,6.244189510843847
14,9.123867978871553
15,1.024657468217527
16,10.879666010569384
17,15.929189616576313
18,7.095728745827981
19,1.6160232807546269
20,10.542023368538263
21,2.3128655001969953
22,9.854639988325829
23,16.8439662473976
24,-0.7312002755985743
25,8.296224389741166
26,5.748097409716621
27,3.148233506727347
28,7.080936956563918
29,1.2107823937424593
30,4.087046033631865
31,4.200866469294705
32,12.445692586980305
33,3.414555844587771
34,-0.2643429189312914
35,3.127974783791357
36,13.125654238432789
37,8.570764643048024
38,2.365235170349335
39,14.663252054878388
40,8.336601419688852
41,13.008195049790206
42,3.156100248271441
43,6.147597749135084
44,4.483491511564881
45,4.68329580053988
46,17.979013532756298
47,9.043977618257628
48,-0.3605680232055941
49,7.619526068397832
50,19.738061832210636
51,6.294909275849248
52,2.9863075176658556
53,3.69731969384907
54,1.1681784757166025
55,-0.4728063008615445
56,9.906758466491945
57,45.14739512668074
58,10.644248772105039
59,-0.756194753952883
60,0.3226459576465543
61,15.726888885125714
62,31.953970197274046
63,6.1416795841730645
64,15.191769632202554
65,10.005928003078113
66,4.8543626569532545
67,4.140844359863861
68,-1.2041384572862739
69,9.78643605290567
70,3.6232059640457206
71,11.92906118476143
72,14.217849857918557
73,12.252370221222057
74,-1.0028350712782301
75,14.448053666942833
76,18.814963677903553
77,-0.9818294177667342
78,9.801951570760057
79,8.619263163502872
80,9.24320437833165
81,22.277459982478554
82,2.6838145014246297
83,4.449161756223026
84,1.9505367288131945
85,3.524654468525789
86,22.91204670994836
87,14.82229682382003
88,6.977326487798325
89,5.661369913451234
90,-1.2226841768734205
91,4.432679111300917
92,10.279122988254615
93,4.054677931049087
94,0.7348252057466759
95,14.576355771839488
96,25.648266784834416
97,21.10395008438213
98,3.97878461097696
99,3.951337626208752
100,7.750416700805762
101,6.445071900616911
102,17.33511108283859
103,6.67610746324818
104,7.2291306746724455
105,3.027141307153428
106,4.583065689676096
107,4.015177772337447
108,6.903822624054149
109,3.055030905243229
110,4.831265288202122
111,10.024793823945064
112,14.362361462335194
113,20.90403753623359
114,8.78388426799857
115,2.914270258936406
116,0.5151369956668915
117,20.360575118531518
118,30.518210226667982
119,11.90562465906154
120,4.5462220291307895
121,4.711161663247889
122,0.20447404140972086
123,1.9091778080594155
124,16.462587572980183
125,18.961682777362313
126,6.017848349794061
127,2.1775986160060095
128,10.069709475375754
129,26.27217462281127
130,9.770789259858791
131,2.4938719340303455
132,1.6215658540145883
133,23.768533097899894
134,33.60246266467943
135,-2.671475525908964
136,4.075522503838589
137,0.9542278456602354
138,7.307551513159222
139,12.364337566353347
140,7.035072763975362
141,1.1079503266408304
142,4.024391486358611
143,0.5377937465883887
144,24.92000252687145
145,30.994394620529643
146,0.03360586568428143
147,2.654003790043876
148,4.056707832216594
149,20.980435821617675
150,14.423624191419345
151,4.913185728777237
152,-1.2028235348032825
153,8.822254687463168
154,13.119638787068869
155,7.593359520744576
156,7.766964572553844
157,0.7441838092132437
158,12.023685475661992
159,-3.8933593323557947
160,10.331043741401377
161,18.017814625542282
162,0.5406613551744582
163,11.121697022348624
164,7.6930381977848405
165,8.42195270983332
166,5.921731272241714
167,6.074495771658324
168,4.128635930234546
169,1.5010377987373575
170,4.347976843312732
171,13.39241814073003
172,8.502135596273709
173,1.355236256744155
174,15.050475862986975
175,6.127194881623088
176,2.955320688935542
177,1.2848073513640208
178,16.54341901729625
179,15.928743080625809
180,2.548350625521665
181,3.859408782513141
182,18.04481360025929
183,32.73605973973881
184,9.641204597569729
185,-0.5109075617920867
186,0.6481274754084361
187,2.4159510638005908
188,1.3367904060367495
189,8.568507611514622
190,8.720391250773902
191,1.4220100027050815
192,0.14042325319091056
193,4.007009367161215
194,6.18793774545697
195,7.698401069769672
196,6.841166008913751
197,5.748669698547295
198,10.693180054171906
199,21.84826631183311
200,16.239391111227665
201,3.782956429464517
202,-0.6023210920615667
203,3.814206109677305
204,8.102457938514123
205,16.922708669111646
206,8.403162093140157
207,1.5758593331134345
208,7.6682547893521456
209,2.894234862223341
210,4.793656238559708
211,15.838401790787316
212,6.1276828113211295
213,2.9884327017175227
214,18.00073539343114
215,13.628875267242593
216,12.648958466413943
217,1.2660017356270223
218,9.193933103693366
219,10.20540276118332
220,8.611606794515806
221,2.707321154247042
222,1.0411527719084277
223,4.479545377205485
224,5.903275431608071
225,18.46947397232984
226,6.5060984538781454
227,11.271426903867544
228,6.610968117188393
229,0.4771426854981959
230,2.21001051160209
231,19.249244372077996
232,14.345119090544774
233,15.629210959010873
234,17.884111316301635
235,6.574383940083744
236,1.5181807125853832
237,3.8337037175629196
238,5.572057263229643
239,3.952228766342326
240,22.982152552441384
241,12.460964899299569
242,3.795007345087019
243,6.186889548794307
244,-0.3290343573253082
245,15.796343546528478
246,27.28991624635035
247,10.20537504532882
248,5.406765661103194
249,-1.1418329276481924
250,13.906920506708948
251,26.324359975869815
252,1.160295981801047
253,5.578024532343381
254,0.666881834928648
255,15.672110745330887
256,21.785288558090635
257,7.521378871030159
258,3.606475068213325
259,14.83087561280917
260,15.057927894624275
261,9.823146644500014
262,1.130279562601804
263,3.170584566352083
264,7.102820642947201
265,21.317692559394633
266,19.631801560762668
267,2.7641593126622963
268,-1.8911310745870236
