index,y
0,8.687573432922363
1,7.563880920410156
2,1.4865162372589111
3,-1.3779189586639404
4,6.271100997924805
5,10.915068626403809
6,1.1772950887680054
7,6.713324069976807
8,6.541135311126709
9,1.6448230743408203
10,3.746455669403076
11,6.108758926391602
12,8.864994049072266
13,1.952549695968628
14,2.287123918533325
15,3.3828201293945312
16,2.034848213195801
17,1.6567634344100952
18,2.2529120445251465
19,6.187857151031494
20,4.018416404724121
21,4.432084083557129
22,5.519730567932129
23,4.73543119430542
24,1.9322419166564941
25,3.5496387481689453
26,7.916667938232422
27,4.145346164703369
28,2.7434277534484863
29,3.013889789581299
30,2.6087188720703125
31,3.291844367980957
32,5.407373428344727
33,5.70656681060791
34,2.5637621879577637
35,1.4401068687438965
36,3.257774591445923
37,8.140854835510254
38,7.391484260559082
39,2.408637046813965
40,1.3770906925201416
41,3.6256515979766846
42,6.60376501083374
43,3.3775808811187744
44,1.223311185836792
45,6.114226341247559
46,7.416031837463379
47,4.568510055541992
48,3.7213504314422607
49,1.1414377689361572
50,2.324218273162842
51,8.604829788208008
52,4.514698505401611
53,2.2531931400299072
54,5.282499313354492
55,3.362826108932495
56,6.221636772155762
57,6.9823784828186035
58,1.8831000328063965
59,0.23355987668037415
60,3.3118369579315186
61,5.511999130249023
62,5.216316223144531
63,4.956840991973877
64,3.319582462310791
65,2.474440574645996
66,2.412822723388672
67,1.4436464309692383
68,0.65085768699646
69,1.1167798042297363
70,4.1815595626831055
71,7.535390853881836
72,4.78662109375
73,1.13936448097229
74,1.544912576675415
75,2.6537537574768066
76,2.4267630577087402
77,1.7624396085739136
78,3.7513461112976074
79,3.377944231033325
80,2.7018961906433105
81,1.2880953550338745
82,1.2430132627487183
83,4.028717041015625
84,3.293567419052124
85,3.1802706718444824
86,3.574476718902588
87,4.142360210418701
88,1.3898366689682007
89,1.5671093463897705
90,2.4225029945373535
91,1.5598647594451904
92,5.366031169891357
93,3.8579800128936768
94,4.679925918579102
95,4.998308181762695
96,1.056760311126709
97,-0.11766189336776733
98,2.357929229736328
99,4.6558003425598145
100,1.943495750427246
101,3.100637674331665
102,4.490260601043701
103,5.917941093444824
104,3.5091476440429688
105,1.3967382907867432
106,6.859072208404541
107,6.274535179138184
108,3.968472480773926
109,2.9831109046936035
110,1.3991341590881348
111,0.9328203201293945
112,1.9085662364959717
113,2.8926491737365723
114,2.6416361331939697
115,1.6573830842971802
116,1.6644585132598877
117,4.001971244812012
118,3.3354344367980957
119,1.958387017250061
120,2.5029711723327637
121,3.033292770385742
122,3.6170804500579834
123,2.1901776790618896
124,0.013714879751205444
125,2.575648307800293
126,3.0729544162750244
127,0.7396500110626221
128,1.195474624633789
129,3.8036296367645264
130,6.273454189300537
131,4.810982704162598
132,2.789351463317871
133,0.6116383671760559
134,4.26936674118042
135,5.20399808883667
136,3.586386203765869
137,6.098308086395264
138,2.521331310272217
139,2.1274585723876953
140,3.281074285507202
141,1.4272116422653198
142,3.463038206100464
143,6.300457000732422
144,4.977608680725098
145,8.39792537689209
146,6.136402606964111
147,-0.9077445268630981
148,5.558689117431641
149,5.721758842468262
150,1.173672080039978
151,2.4142301082611084
