index,y
0,1.5549180507659912
1,3.281888961791992
2,3.8993473052978516
3,3.816272020339966
4,2.9132299423217773
5,1.6706149578094482
6,0.2611072063446045
7,-0.6996012926101685
8,-1.1233289241790771
9,-0.9615694880485535
10,-0.6029757261276245
11,-0.30830347537994385
12,-0.2216530591249466
13,-0.1943172812461853
14,-0.2393350601196289
15,-0.5215299129486084
16,-0.7007386684417725
17,-0.6783096790313721
18,-0.40469688177108765
19,-0.08037040382623672
20,0.06593239307403564
21,0.12202415615320206
22,0.12331695854663849
23,0.23138272762298584
24,0.011197719722986221
25,-0.3835129141807556
26,-0.6321495175361633
27,-0.34427276253700256
28,-0.28504860401153564
29,-0.07529648393392563
30,0.2902178168296814
31,0.7304172515869141
32,0.7639127969741821
33,0.8685786724090576
34,0.3911105990409851
35,-0.6171262264251709
36,-1.079323172569275
37,-1.2272635698318481
38,-0.9968208074569702
39,-1.2155017852783203
40,-0.5656734704971313
41,-0.005189109593629837
42,-0.17918239533901215
43,-0.4449693560600281
44,0.042895860970020294
45,-0.2864373028278351
46,-0.4386742115020752
47,-0.4956207871437073
48,0.09184780716896057
49,-0.0920594334602356
50,-0.4602789878845215
51,0.5457732677459717
52,0.8048126101493835
53,-0.011159179732203484
54,-0.24932819604873657
55,-0.1100492924451828
56,-0.40516990423202515
57,-0.4510282576084137
58,-1.1489900350570679
59,-0.37570732831954956
60,-0.3726412057876587
61,-0.8722107410430908
62,-1.276071548461914
63,-0.9610265493392944
64,-0.7155988216400146
65,-1.2296479940414429
66,-2.5580191612243652
67,-0.8970794081687927
68,-2.111042022705078
69,-3.9338231086730957
70,-2.83717679977417
71,-2.598496675491333
72,-2.8844189643859863
73,-2.8203046321868896
74,-0.713123083114624
75,-1.5781725645065308
76,-1.1794030666351318
77,1.7831099033355713
78,4.05667781829834
79,3.0291011333465576
80,4.391664505004883
81,6.330727577209473
82,7.749087333679199
83,8.212262153625488
84,11.518282890319824
85,12.419119834899902
86,12.520700454711914
87,16.035093307495117
88,16.865596771240234
89,18.92938232421875
90,18.676645278930664
91,19.74666976928711
92,22.005210876464844
93,23.018495559692383
94,23.500030517578125
95,23.618927001953125
96,24.071786880493164
97,27.636825561523438
98,27.546005249023438
99,28.821643829345703
100,30.14324378967285
101,29.47793960571289
102,30.119510650634766
103,30.456640243530273
104,31.297801971435547
105,28.574026107788086
106,26.089189529418945
107,25.83784294128418
108,24.048707962036133
109,21.746923446655273
110,20.601455688476562
111,18.99884033203125
112,18.144521713256836
113,16.63225555419922
114,18.350955963134766
115,16.676347732543945
116,15.402621269226074
117,16.299997329711914
118,16.407691955566406
119,15.714093208312988
120,14.334983825683594
121,13.926994323730469
122,12.883119583129883
123,11.068658828735352
124,11.890237808227539
125,11.477655410766602
126,8.487438201904297
127,8.345449447631836
128,6.805364608764648
129,8.4766845703125
130,7.0311455726623535
131,6.648321628570557
132,6.160897254943848
133,6.304849624633789
134,7.495454788208008
135,7.3948869705200195
136,6.71904182434082
137,8.63878059387207
138,8.23375129699707
139,6.883777618408203
140,9.175174713134766
141,8.09178352355957
142,6.837921142578125
143,5.297114372253418
144,7.798454284667969
145,5.4340972900390625
146,3.512472629547119
147,3.793313503265381
148,5.14473819732666
149,2.6396031379699707
150,3.4547104835510254
151,4.485271453857422
152,1.6773546934127808
153,1.3808536529541016
154,3.524099349975586
155,2.8225817680358887
156,2.035703182220459
157,3.6746692657470703
158,1.72294020652771
159,1.9148643016815186
160,0.0334353968501091
161,1.5569690465927124
162,1.9507049322128296
163,1.567009449005127
164,-0.5923070311546326
165,1.655137300491333
166,-0.9371873140335083
167,0.5819408893585205
168,3.914062023162842
169,-0.21378347277641296
170,1.3115272521972656
171,2.294778823852539e-05
172,-1.5585061311721802
173,-1.4876124858856201
174,-0.20689022541046143
175,-0.20849201083183289
176,0.49835193157196045
177,1.977288007736206
178,2.09245228767395
179,0.798460841178894
180,1.111607551574707
181,0.6924737095832825
182,1.0023396015167236
183,1.0861936807632446
184,-1.5952619314193726
185,3.0582311153411865
186,-0.7094214558601379
187,-0.042625248432159424
188,0.774849534034729
189,-1.9465904235839844
190,-1.9068642854690552
191,0.9489665031433105
192,-0.5101808309555054
193,-0.23162074387073517
194,0.29366278648376465
195,-1.0858768224716187
196,2.2097978591918945
197,0.32971179485321045
198,2.6575684547424316
199,-2.650862693786621
200,5.05369758605957
201,-8.473701477050781
202,16.590328216552734
203,7.275304794311523
204,7.852130889892578
205,20.496944427490234
206,-7.3706865310668945
207,5.480021953582764
