index,stft_value
00000,0.00000
00001,0.00000
00002,0.00000
00003,0.00000
00004,0.00000
00005,0.00000
00006,0.00000
00007,0.00000
00008,252.58218
00009,861.41852
00010,314.87076
00011,584.31531
00012,2705.69873
00013,5995.55078
00014,8446.69922
00015,10331.27246
00016,9606.53613
00017,8359.91406
00018,6794.73682
00019,4368.50098
00020,2432.06250
00021,1859.02832
00022,2405.03442
00023,3413.80493
00024,3900.94800
00025,4341.60107
00026,6000.86084
00027,5723.68018
00028,4564.98535
00029,2615.44287
00030,967.20245
00031,0.00000
00032,0.00000
00033,0.00000
00034,0.00000
00035,0.00000
00036,1199.22571
00037,4953.34619
00038,6983.56348
00039,5369.96387
00040,2357.20923
00041,994.90576
00042,1740.87964
00043,3254.31494
00044,3516.95947
00045,995.52173
00046,0.00000
00047,0.00000
00048,0.00000
00049,0.00000
00050,0.00000
00051,370.12088
00052,0.00000
00053,0.00000
00054,0.00000
00055,0.00000
00056,0.00000
00057,623.96735
00058,6914.01660
00059,2556.39185
00060,0.00000
00061,0.00000
00062,0.00000
00063,0.00000
00064,0.00000
00065,0.00000
00066,0.00000
00067,0.00000
00068,0.00000
00069,0.00000
00070,568.79254
00071,74.29683
00072,236.64470
00073,1563.06213
00074,3138.52954
00075,3984.69556
00076,5194.26172
00077,4794.70459
00078,4239.13770
00079,3472.86328
00080,2265.39233
00081,1255.72693
00082,855.99280
00083,1132.79382
00084,1409.56592
00085,1470.62549
00086,1709.90564
00087,2973.63892
00088,2838.58179
00089,2343.34546
00090,1364.36829
00091,394.70383
00092,0.00000
00093,0.00000
00094,0.00000
00095,0.00000
00096,0.00000
00097,332.15030
00098,254.06053
00099,0.00000
00100,0.00000
00101,0.00000
00102,0.00000
00103,983.55023
00104,616.98553
00105,0.00000
00106,0.00000
00107,0.00000
00108,0.00000
00109,0.00000
00110,0.00000
00111,0.00000
00112,0.00000
00113,0.00000
00114,0.00000
00115,1149.04541
00116,6478.03564
00117,2652.90918
00118,0.00000
00119,2773.89746
00120,0.00000
00121,6111.91406
00122,0.00000
00123,0.00000
00124,0.00000
00125,0.00000
00126,0.00000
00127,0.00000
00128,0.00000
00129,0.00000
00130,0.00000
00131,300.97046
00132,12.53593
00133,167.49802
00134,293.01627
00135,518.74030
00136,971.92407
00137,0.00000
00138,214.88719
00139,105.53010
00140,0.00000
00141,116.23206
00142,60.31819
00143,128.32419
00144,664.18250
00145,1068.77148
00146,1346.26489
00147,1100.73242
00148,107.58653
00149,73.05441
00150,156.06631
00151,33.02222
00152,0.00000
00153,0.00000
00154,0.00000
00155,0.00000
00156,355.83655
00157,206.99886
00158,356.26266
00159,1843.94189
00160,3040.47314
00161,2233.55420
00162,551.25348
00163,415.43762
00164,610.12231
00165,988.60718
00166,891.10400
00167,396.42773
00168,0.00000
00169,0.00000
00170,200.67657
00171,703.33875
00172,0.00000
00173,535.56024
00174,0.00000
00175,0.00000
00176,0.00000
00177,2706.28491
00178,967.27594
00179,0.00000
00180,882.06866
00181,3355.27783
00182,0.00000
00183,0.00000
00184,0.00000
00185,0.00000
00186,0.00000
00187,0.00000
00188,0.00000
00189,0.00000
00190,0.00000
00191,0.00000
00192,276.34744
00193,0.00000
00194,0.00000
00195,606.21161
00196,0.00000
00197,553.96802
00198,122.56400
00199,96.42741
00200,282.06598
00201,288.45258
00202,54.24745
00203,167.86859
00204,88.05378
00205,365.28281
00206,767.51172
00207,830.04694
00208,775.41254
00209,265.71042
00210,0.00000
00211,0.00000
00212,0.00000
00213,0.00000
00214,0.00000
00215,0.00000
00216,0.00000
00217,0.00000
00218,315.12823
00219,0.00000
00220,64.94017
00221,0.00000
00222,0.00000
00223,0.00000
00224,0.00000
00225,99.77757
00226,0.00000
00227,0.00000
00228,0.00000
00229,0.00000
00230,0.00000
00231,1278.94836
00232,6007.62793
00233,2490.97949
00234,1340.33191
00235,2360.07788
00236,0.00000
00237,0.00000
00238,2737.38672
00239,728.05157
00240,72.98534
00241,276.92065
00242,6138.90527
00243,623.30072
00244,0.00000
00245,0.00000
00246,0.00000
00247,0.00000
00248,0.00000
00249,0.00000
00250,0.00000
00251,0.00000
00252,160.39732
00253,183.19203
00254,201.66949
00255,213.50864
00256,367.65613
00257,1080.74829
00258,1143.21350
00259,1723.57959
00260,1567.21594
00261,1585.38586
00262,1163.98682
00263,426.70236
00264,409.37015
00265,251.26842
00266,338.04288
00267,380.76645
00268,560.29486
00269,427.53720
00270,862.99353
00271,731.56421
00272,597.42487
00273,293.51904
00274,0.00000
00275,0.00000
00276,0.00000
00277,0.00000
00278,0.00000
00279,306.97592
00280,433.07486
00281,2120.31055
00282,1913.88708
00283,1530.93604
00284,1344.15247
00285,1234.04895
00286,906.22577
00287,1550.52759
00288,1469.76074
00289,626.62183
00290,0.00000
00291,0.00000
00292,0.00000
00293,4651.23926
00294,3902.97754
00295,250.37819
00296,501.27118
00297,287.96652
00298,870.03247
00299,1315.64258
00300,530.47461
00301,0.00000
00302,574.13702
00303,0.00000
00304,502.30103
00305,0.00000
00306,0.00000
00307,0.00000
00308,0.00000
00309,0.00000
00310,0.00000
00311,0.00000
00312,0.00000
00313,390.08942
00314,226.05836
00315,125.70192
00316,55.09731
00317,386.57449
00318,989.85748
00319,1564.28088
00320,2196.37939
00321,2108.81421
00322,1816.08704
00323,1310.45056
00324,486.52869
00325,305.53680
00326,225.11536
00327,384.36319
00328,432.59787
00329,459.76486
00330,477.19235
00331,881.00903
00332,728.04266
00333,539.00464
00334,427.67065
00335,0.00000
00336,0.00000
00337,0.00000
00338,0.00000
00339,95.98962
00340,200.77693
00341,154.60529
00342,721.84912
00343,0.00000
00344,0.00000
00345,0.00000
00346,74.23690
00347,554.49670
00348,28.44110
00349,25.56844
00350,0.00000
00351,0.00000
00352,0.00000
00353,5.81342
00354,2548.60864
00355,924.80768
00356,615.37585
00357,763.85406
00358,0.00000
00359,0.00000
00360,896.96521
00361,0.00000
00362,0.00000
00363,3359.25537
00364,0.00000
00365,647.80768
00366,0.00000
00367,0.00000
00368,0.00000
